line_no, Core 0 lines , Core 1 lines
0 , 0 , 0
1 , 0 , 0
2 , 0 , 0
3 , 0 , 0
4 , 0 , 0
5 , 470 , 820
6 , 0 , 0
7 , 0 , 374
8 , 0 , 0
9 , 345 , 0
10 , 0 , 0
11 , 0 , 855
12 , 0 , 0
13 , 0 , 0
14 , 0 , 0
15 , 0 , 0
16 , 0 , 372
17 , 818 , 0
18 , 0 , 415
19 , 0 , 0
20 , 0 , 0
21 , 0 , 429
22 , 0 , 0
23 , 0 , 0
24 , 439 , 0
25 , 0 , 0
26 , 0 , 0
27 , 0 , 0
28 , 0 , 0
29 , 0 , 0
30 , 0 , 0
31 , 385 , 0
32 , 0 , 0
33 , 0 , 0
34 , 0 , 0
35 , 0 , 0
36 , 0 , 400
37 , 0 , 0
38 , 0 , 0
39 , 330 , 405
40 , 0 , 0
41 , 0 , 0
42 , 417 , 0
43 , 465 , 0
44 , 523 , 425
45 , 360 , 0
46 , 0 , 0
47 , 0 , 0
48 , 330 , 361
49 , 399 , 440
50 , 368 , 0
51 , 317 , 0
52 , 0 , 0
53 , 0 , 533
54 , 0 , 0
55 , 0 , 0
56 , 370 , 0
57 , 0 , 0
58 , 0 , 0
59 , 0 , 0
60 , 0 , 513
61 , 387 , 0
62 , 401 , 0
63 , 0 , 0
64 , 0 , 0
65 , 0 , 0
66 , 354 , 0
67 , 0 , 479
68 , 0 , 0
69 , 459 , 377
70 , 0 , 0
71 , 0 , 0
72 , 0 , 0
73 , 398 , 0
74 , 0 , 427
75 , 368 , 377
76 , 0 , 764
77 , 0 , 0
78 , 0 , 0
79 , 0 , 0
80 , 0 , 408
81 , 375 , 0
82 , 411 , 502
83 , 0 , 0
84 , 0 , 0
85 , 0 , 0
86 , 0 , 0
87 , 0 , 454
88 , 474 , 328
89 , 0 , 488
90 , 0 , 0
91 , 0 , 353
92 , 0 , 358
93 , 0 , 0
94 , 0 , 0
95 , 0 , 0
96 , 0 , 0
97 , 0 , 0
98 , 0 , 0
99 , 0 , 0
100 , 0 , 0
101 , 0 , 0
102 , 0 , 0
103 , 0 , 462
104 , 0 , 0
105 , 0 , 0
106 , 0 , 0
107 , 0 , 0
108 , 0 , 0
109 , 342 , 0
110 , 392 , 0
111 , 0 , 522
112 , 0 , 479
113 , 0 , 0
114 , 0 , 0
115 , 814 , 0
116 , 0 , 0
117 , 0 , 0
118 , 0 , 0
119 , 0 , 0
120 , 0 , 0
121 , 0 , 0
122 , 0 , 0
123 , 0 , 457
124 , 0 , 0
125 , 0 , 425
126 , 415 , 0
127 , 0 , 428
128 , 0 , 412
129 , 0 , 986
130 , 717 , 0
131 , 0 , 0
132 , 0 , 0
133 , 0 , 0
134 , 0 , 0
135 , 0 , 0
136 , 0 , 917
137 , 0 , 0
138 , 0 , 762
139 , 0 , 995
140 , 0 , 347
141 , 0 , 309
142 , 0 , 0
143 , 0 , 0
144 , 836 , 0
145 , 0 , 0
146 , 0 , 790
147 , 0 , 0
148 , 0 , 0
149 , 392 , 0
150 , 0 , 0
151 , 0 , 433
152 , 0 , 449
153 , 444 , 0
154 , 357 , 0
155 , 0 , 0
156 , 379 , 0
157 , 0 , 356
158 , 0 , 346
159 , 0 , 0
160 , 419 , 0
161 , 0 , 0
162 , 0 , 0
163 , 796 , 0
164 , 0 , 0
165 , 0 , 0
166 , 0 , 0
167 , 0 , 377
168 , 0 , 0
169 , 0 , 0
170 , 0 , 0
171 , 0 , 0
172 , 393 , 0
173 , 0 , 0
174 , 0 , 0
175 , 0 , 0
176 , 397 , 0
177 , 478 , 358
178 , 0 , 0
179 , 0 , 0
180 , 0 , 388
181 , 0 , 0
182 , 0 , 0
183 , 0 , 0
184 , 0 , 0
185 , 0 , 0
186 , 0 , 0
187 , 0 , 0
188 , 0 , 0
189 , 718 , 0
190 , 0 , 0
191 , 0 , 0
192 , 0 , 0
193 , 0 , 403
194 , 0 , 0
195 , 0 , 0
196 , 0 , 0
197 , 348 , 0
198 , 0 , 0
199 , 431 , 0
200 , 0 , 0
201 , 0 , 0
202 , 0 , 0
203 , 0 , 0
204 , 0 , 0
205 , 0 , 0
206 , 622 , 0
207 , 0 , 0
208 , 384 , 0
209 , 0 , 0
210 , 0 , 0
211 , 497 , 0
212 , 421 , 0
213 , 0 , 401
214 , 0 , 0
215 , 0 , 0
216 , 0 , 0
217 , 0 , 0
218 , 0 , 0
219 , 0 , 403
220 , 0 , 0
221 , 0 , 0
222 , 0 , 0
223 , 0 , 0
224 , 0 , 366
225 , 0 , 0
226 , 0 , 0
227 , 825 , 388
228 , 0 , 476
229 , 0 , 365
230 , 0 , 0
231 , 0 , 0
232 , 0 , 769
233 , 0 , 0
234 , 363 , 857
235 , 0 , 465
236 , 858 , 0
237 , 0 , 0
238 , 0 , 0
239 , 0 , 0
240 , 539 , 0
241 , 415 , 0
242 , 0 , 0
243 , 375 , 448
244 , 0 , 401
245 , 339 , 0
246 , 0 , 0
247 , 0 , 0
248 , 0 , 0
249 , 0 , 0
250 , 0 , 0
251 , 0 , 365
252 , 449 , 0
253 , 0 , 0
254 , 0 , 0
255 , 0 , 0
256 , 0 , 0
257 , 0 , 0
258 , 0 , 0
259 , 0 , 476
260 , 348 , 0
261 , 0 , 0
262 , 0 , 0
263 , 0 , 0
264 , 0 , 0
265 , 310 , 452
266 , 0 , 0
267 , 0 , 0
268 , 0 , 467
269 , 359 , 0
270 , 0 , 0
271 , 0 , 427
272 , 0 , 437
273 , 0 , 0
274 , 0 , 0
275 , 314 , 0
276 , 374 , 0
277 , 0 , 0
278 , 0 , 0
279 , 0 , 0
280 , 0 , 0
281 , 0 , 456
282 , 0 , 0
283 , 0 , 0
284 , 0 , 349
285 , 0 , 428
286 , 0 , 372
287 , 0 , 0
288 , 367 , 0
289 , 423 , 369
290 , 415 , 0
291 , 757 , 0
292 , 438 , 0
293 , 373 , 0
294 , 0 , 0
295 , 0 , 0
296 , 0 , 0
297 , 359 , 0
298 , 0 , 0
299 , 0 , 0
300 , 746 , 0
301 , 0 , 0
302 , 0 , 0
303 , 437 , 0
304 , 0 , 0
305 , 425 , 0
306 , 0 , 0
307 , 0 , 0
308 , 0 , 0
309 , 0 , 0
310 , 0 , 0
311 , 0 , 0
312 , 0 , 0
313 , 0 , 0
314 , 0 , 0
315 , 0 , 345
316 , 0 , 0
317 , 0 , 0
318 , 491 , 0
319 , 0 , 0
320 , 0 , 1519
321 , 760 , 0
322 , 0 , 0
323 , 0 , 0
324 , 1146 , 461
325 , 390 , 0
326 , 0 , 0
327 , 0 , 0
328 , 0 , 0
329 , 0 , 0
330 , 0 , 402
331 , 0 , 0
332 , 0 , 0
333 , 0 , 0
334 , 0 , 0
335 , 0 , 424
336 , 0 , 0
337 , 0 , 0
338 , 342 , 0
339 , 0 , 0
340 , 0 , 391
